,0,1,2
1388,primavera en peu de la creu,Sam Smith,Dancing With A Stranger (with Normani)
1389,primavera en peu de la creu,Dorian Electra,Flamboyant
1390,primavera en peu de la creu,Dorian Electra,Man To Man
1391,primavera en peu de la creu,Charlotte Day Wilson,"Here You Come Again - Recorded at HOB Studios, Toronto"
1392,primavera en peu de la creu,P!nk,Hurts 2B Human (feat. Khalid)
1393,primavera en peu de la creu,Prince,Nothing Compares 2 U
1394,primavera en peu de la creu,Christina Aguilera,Deserve
1395,primavera en peu de la creu,Kim Petras,Got My Number
1396,primavera en peu de la creu,Shawn Mendes,If I Can't Have You
1397,primavera en peu de la creu,Loco,Star (Little Prince)
1398,primavera en peu de la creu,Kim Petras,Blow It All
1399,primavera en peu de la creu,Carly Rae Jepsen,Too Much
1400,primavera en peu de la creu,ZAYN,"A Whole New World (End Title) - From ""Aladdin"""
1401,primavera en peu de la creu,Kim Petras,Sweet Spot
1402,primavera en peu de la creu,Charli XCX,Blame It on Your Love (feat. Lizzo)
1403,primavera en peu de la creu,Ryn Weaver,Traveling Song
1404,primavera en peu de la creu,Lana Del Rey,Doin' Time
1405,primavera en peu de la creu,Aly & AJ,Sanctuary
1406,primavera en peu de la creu,Lil Nas X,Old Town Road (feat. Billy Ray Cyrus) - Remix
1407,primavera en peu de la creu,Carly Rae Jepsen,Everything He Needs
1408,primavera en peu de la creu,Beyoncé,I Care
1409,primavera en peu de la creu,Rihanna,Close To You
1410,primavera en peu de la creu,Nasty Cherry,Win
1411,primavera en peu de la creu,Katzù Oso,Pastel
1412,primavera en peu de la creu,Hozier,Cherry Wine - Live
1413,primavera en peu de la creu,Kim Petras,All I Do Is Cry
1414,primavera en peu de la creu,Tyler Glenn,Devil
1415,primavera en peu de la creu,Okay Kaya,Believe
1416,primavera en peu de la creu,Clairo,Bags
1417,primavera en peu de la creu,Naomi Scott,Speechless (Full)
1418,primavera en peu de la creu,Brooks & Dunn,Neon Moon - with Kacey Musgraves
1419,primavera en peu de la creu,Sigrid,High Five
1420,primavera en peu de la creu,Lindsay Mendez,Nothing Short of Wonderful
1421,primavera en peu de la creu,Sigrid,Sight Of You
1422,primavera en peu de la creu,The Marías,...baby one more time
1423,primavera en peu de la creu,The Japanese House,Maybe You're the Reason
1424,primavera en peu de la creu,Kim Petras,Do Me
1425,primavera en peu de la creu,Nathy Peluso,Hot Butter
1426,primavera en peu de la creu,Charli XCX,Lucky
1427,primavera en peu de la creu,Erykah Badu,Hello
1428,primavera en peu de la creu,Carly Rae Jepsen,Want You In My Room
1429,primavera en peu de la creu,James Blake,Barefoot In The Park (feat. ROSALÍA)
1430,primavera en peu de la creu,MARINA,Orange Trees
1431,the house with the plants,Amy Winehouse,Back To Black
1432,the house with the plants,The Cranberries,Dreams
1433,the house with the plants,The Beatles,Blackbird - Remastered 2009
1434,the house with the plants,Alanis Morissette,You Oughta Know - 2015 Remaster
1435,the house with the plants,Crowded House,Don't Dream It's Over
1436,the house with the plants,Bee Gees,How Deep Is Your Love (2007 Remastered Saturday Night Fever LP Version)
1437,the house with the plants,Carpenters,We've Only Just Begun
1438,the house with the plants,Cyndi Lauper,Time After Time
1439,the house with the plants,Céline Dion,It's All Coming Back to Me Now
1440,the house with the plants,Frank Ocean,Solo
1441,the house with the plants,Lorde,Ribs
1442,the house with the plants,Christina Aguilera,Beautiful
1443,the house with the plants,Imogen Heap,Hide and Seek
1444,the house with the plants,Vanessa Carlton,A Thousand Miles
1445,the house with the plants,Joni Mitchell,A Case of You
1446,the house with the plants,Adele,All I Ask
1447,the house with the plants,Beyoncé,Halo
1448,the house with the plants,Yusuf / Cat Stevens,Wild World
1449,the house with the plants,Joni Mitchell,Help Me
1450,the house with the plants,Florence + The Machine,Shake It Out
1451,the house with the plants,Fleetwood Mac,Landslide
1452,the house with the plants,Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)"
1453,the house with the plants,Natasha Bedingfield,Unwritten
1454,the house with the plants,Carly Rae Jepsen,Your Type
1455,the house with the plants,Elton John,Tiny Dancer
1456,the house with the plants,Elton John,Your Song
1457,the house with the plants,Linda Ronstadt,"Somewhere Out There - From ""An American Tail"" Soundtrack"
1458,the house with the plants,Kenny Loggins,Rainbow Connection
1459,creative covers,Charlotte Day Wilson,"Here You Come Again - Recorded at HOB Studios, Toronto"
1460,creative covers,Japanese Breakfast,Dreams - Recorded at Spotify Studios NYC
1461,creative covers,John Legend,Lovin' you (Live at Largo)
1462,creative covers,Prince,A Case of You - Piano & A Microphone 1983 Version
1463,creative covers,Lissie,Go Your Own Way
1464,creative covers,Empress Of,When I'm With Him - Perfume Genius Cover
1465,creative covers,Bruno Major,Bad Religion - Live
1466,creative covers,Hozier,Say My Name - Recorded at Spotify Studios NYC
1467,youdontknowme,Sky Ferreira,I Blame Myself
1468,youdontknowme,Lady Gaga,Til It Happens To You
1469,youdontknowme,Beyoncé,Sorry - Homecoming Live
1470,youdontknowme,Zara Larsson,Don't Worry Bout Me
1471,youdontknowme,Mariah Carey,A No No
1472,youdontknowme,Mariah Carey,GTFO
1473,youdontknowme,Mariah Carey,Caution
1474,youdontknowme,Mariah Carey,Thanx 4 Nothin'
1475,youdontknowme,Ariana Grande,bloodline
1476,youdontknowme,Demi Lovato,I Will Survive
1477,youdontknowme,Sofia Reyes,R.I.P. (feat. Rita Ora & Anitta)
1478,youdontknowme,Beyoncé,Sorry
1479,youdontknowme,Aitana,Stupid
1480,youdontknowme,Jax Jones,You Don't Know Me (feat. RAYE)
1481,youdontknowme,Joan Jett & The Blackhearts,Bad Reputation
1482,youdontknowme,Martha Wainwright,Bloody Mother Fucking Asshole
1483,youdontknowme,Sia,Never Give Up
1484,youdontknowme,HAIM,You Never Knew
1485,youdontknowme,Avril Lavigne,Bad Reputation
1486,youdontknowme,Nirvana,Stay Away
1487,slapintheass,Mariah Carey,A No No
1488,slapintheass,Luis Fonsi,Sola
1489,slapintheass,Ariana Grande,NASA
1490,slapintheass,Anna Kendrick,I Can Do Better Than That
1491,slapintheass,Tove Styrke,Mistakes
1492,slapintheass,Ariana Grande,imagine
1493,slapintheass,Andrew Lloyd Webber,Pharaoh Story
1494,slapintheass,Cheryl Freeman,A Star Is Born
1495,slapintheass,FLETCHER,Undrunk
1496,slapintheass,Ryn Weaver,Reasons Not To Die - Demo
1497,slapintheass,Wild Rivers,Speak Too Soon
1498,slapintheass,Florida Georgia Line,Meant To Be - Live From CMA Fest 2018
1499,slapintheass,Kim Petras,Homework (feat. lil aaron)
1500,slapintheass,Aly & AJ,Church
1501,slapintheass,Rita Ora,Velvet Rope
1502,slapintheass,Dresses,Painting Roses
1503,slapintheass,Dolly Parton,Here You Come Again
1504,slapintheass,Adam Jacobs,Suddenly Seymour (feat. Arielle Jacobs)
1505,slapintheass,Kehlani,Honey
1506,slapintheass,Carly Rae Jepsen,Everything He Needs
1507,slapintheass,Katy Perry,Never Really Over
1508,slapintheass,Mariah Carey,Without You
1509,slapintheass,Shawn Mendes,If I Can't Have You
1510,slapintheass,Lana Del Rey,Doin' Time
1511,slapintheass,YEBBA,Evergreen
1512,slapintheass,Kim Petras,Do Me
1513,slapintheass,Tove Lo,Glad He's Gone
1514,slapintheass,Katy Perry,Small Talk
1515,slapintheass,Avril Lavigne,Bad Reputation
1516,🦋,Kacey Musgraves,Butterflies
1517,🦋,Dolly Parton,Love Is Like a Butterfly
1518,🦋,Mariah Carey,Butterfly
1519,🦋,LOOΠΔ,Butterfly
1520,🦋,Daigo Hanada,Butterfly
1521,🦋,Kehlani,Butterfly
1522,🦋,UMI,Butterfly
1523,🦋,Swørn,Butterfly
1524,🦋,Grimes,Butterfly
1525,🦋,Jason Mraz,Butterfly
1526,🦋,Alicia Keys,Butterflyz
1527,🦋,Frédéric Chopin,"12 Etudes, Op.25: No.9 In G Flat Major - ""Butterfly Wings"""
1528,🦋,Edvard Grieg,"Lyric Pieces Book III, Op.43: 1. Butterfly"
1529,🦋,Miley Cyrus,Butterfly Fly Away
1530,🦋,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse
1531,🦋,Post Malone,"Sunflower (Remix) [with Swae Lee, Nicky Jam, and Prince Royce]"
1532,🦋,Vampire Weekend,Sunflower (feat. Steve Lacy)
1533,🦋,BTS,Butterfly
1534,🦋,Samsa,Butterflies
1535,🦋,Ludovico Einaudi,Golden Butterflies - Day 5
1536,🦋,Peach Tree Rascals,Mariposa
1537,all the way,Birdy,Tee Shirt - Soundtrack Version
1538,all the way,The Marías,Déjate Llevar
1539,all the way,The Marías,Over the Moon
1540,all the way,H.E.R.,Best Part (feat. Daniel Caesar)
1541,all the way,Christian Leave,Please Notice
1542,all the way,Sufjan Stevens,Mystery of Love
1543,all the way,The Cranberries,Dreams
1544,all the way,Sylvan Esso,There Are Many Ways To Say I Love You
1545,all the way,Daniel Caesar,Get You (feat. Kali Uchis)
1546,all the way,Clairo,4EVER
1547,all the way,The 1975,I Couldn't Be More In Love
1548,all the way,Miguel,Coffee (F***ing)
1549,all the way,Mariah Carey,With You
1550,all the way,Carly Rae Jepsen,Now That I Found You
1551,all the way,Ben Platt,Ease My Mind
1552,all the way,Ben Platt,Grow As We Go
1553,all the way,Bibio,lovers’ carvings
1554,all the way,Katy Perry,This Moment
1555,all the way,Anna Kendrick,The Next Ten Minutes
1556,all the way,Amy Winehouse,To Know Him Is To Love Him - Live
1557,all the way,Tove Styrke,Mistakes
1558,all the way,Taylor Swift,You Are In Love
1559,all the way,Pink Sweat$,Honesty
1560,all the way,Dolly Parton,Love Is Like a Butterfly
1561,all the way,Dua Lipa,Thinking 'Bout You
1562,all the way,Ben Platt,In Case You Don't Live Forever
1563,all the way,Kacey Musgraves,Love Is A Wild Thing
1564,all the way,John Legend,Lovin' you (Live at Largo)
1565,all the way,Rihanna,Close To You
1566,all the way,Sade,Your Love Is King
1567,all the way,Rex Orange County,Every Way
1568,9/17/18,Rex Orange County,Loving Is Easy
1569,9/17/18,Jubël,Dancing in the Moonlight
1570,9/17/18,Prince,I Wanna Be Your Lover
1571,9/17/18,Laura Dreyfuss,Only Us
1572,9/17/18,Charli XCX,Need Ur Luv - Japanese Wallpaper Remix
1573,9/17/18,Earl Wild,"7 Virtuoso Études After Gershwin: No. 4, Embraceable You"
1574,9/17/18,Troye Sivan,"Revelation (From ""Boy Erased"")"
1575,9/17/18,Erik Satie,Première Gymnopédie
1576,9/17/18,Beyoncé,1+1
1577,la croix lifestyle :),Aitana,Vas A Quedarte
1578,la croix lifestyle :),ROSALÍA,MALAMENTE - Cap.1: Augurio
1579,la croix lifestyle :),Doja Cat,Go To Town
1580,la croix lifestyle :),Post Malone,Sunflower - Spider-Man: Into the Spider-Verse
1581,la croix lifestyle :),Christine and the Queens,Doesn't matter
1582,la croix lifestyle :),Mallrat,For Real
1583,la croix lifestyle :),Ava Max,Sweet but Psycho
1584,la croix lifestyle :),Nicki Minaj,Chun-Li
1585,la croix lifestyle :),Ariana Grande,imagine
1586,la croix lifestyle :),The 1975,TOOTIMETOOTIMETOOTIME
1587,la croix lifestyle :),Robyn,Ever Again
1588,la croix lifestyle :),Kendrick Lamar,All The Stars (with SZA)
1589,la croix lifestyle :),Lady Gaga,Shallow
1590,la croix lifestyle :),Lana Del Rey,hope is a dangerous thing for a woman like me to have - but I have it
1591,la croix lifestyle :),Tierra Whack,Hungry Hippo
1592,la croix lifestyle :),Selena,Amor Prohibido
1593,la croix lifestyle :),Lana Del Rey,"You Must Love Me - From ""Evita"""
1594,la croix lifestyle :),Jess Glynne,All I Am
1595,la croix lifestyle :),Tierra Whack,Cable Guy
1596,la croix lifestyle :),SOPHIE,Immaterial
1597,la croix lifestyle :),Mallrat,Groceries
1598,la croix lifestyle :),Billie Eilish,when the party's over
1599,la croix lifestyle :),Ariana Grande,"thank u, next"
1600,la croix lifestyle :),Halsey,Without Me
1601,la croix lifestyle :),WILLOW,Warm Honey
1602,la croix lifestyle :),King Princess,Talia
1603,la croix lifestyle :),King Princess,Pussy Is God
1604,la croix lifestyle :),Kim Petras,All the Time
1605,la croix lifestyle :),Cheat Codes,Feeling of Falling
1606,la croix lifestyle :),SZA,The Weekend - Funk Wav Remix
1607,la croix lifestyle :),Kehlani,Honey
1608,la croix lifestyle :),Cuco,Lo Que Siento
1609,la croix lifestyle :),Keala Settle,"This Is Me (The Reimagined Remix) [with Keala Settle, Kesha & Missy Elliott]"
1610,la croix lifestyle :),Lykke Li,so sad so sexy
1611,la croix lifestyle :),Rita Ora,Velvet Rope
1612,la croix lifestyle :),Jessie Ware,Your Domino
1613,la croix lifestyle :),Ella Eyre,Comeback
1614,la croix lifestyle :),Cardi B,Be Careful
1615,la croix lifestyle :),Lizzo,Juice
1616,la croix lifestyle :),WILLOW,Wait a Minute!
1617,la croix lifestyle :),L Devine,Like You Like That
1618,la croix lifestyle :),Carly Rae Jepsen,Guitar String / Wedding Ring
1619,la croix lifestyle :),Lorde,Supercut
1620,la croix lifestyle :),Broods,Peach
1621,la croix lifestyle :),Annie Lennox,"No More ""I Love You's"""
1622,la croix lifestyle :),Scissor Sisters,I Don't Feel Like Dancin' - Radio Edit
1623,la croix lifestyle :),Coleman Hell,Manic
1624,la croix lifestyle :),Sigrid,Don’t Feel Like Crying
1625,la croix lifestyle :),Tierra Whack,Pet Cemetery
1626,la croix lifestyle :),Ariana Grande,7 rings
1627,la croix lifestyle :),LÉON,Surround Me
1628,la croix lifestyle :),Cashmere Cat,Love Incredible (feat. Camila Cabello)
1629,la croix lifestyle :),Paulina Rubio,Mio
1630,la croix lifestyle :),Carpenters,Can't Smile Without You
1631,la croix lifestyle :),Dresses,Duet Song
1632,la croix lifestyle :),Frank Glazer,Sonatine Bureaucratique
1633,la croix lifestyle :),Lauren Jauregui,Expectations
1634,la croix lifestyle :),TeaMarrr,One Job
1635,la croix lifestyle :),Dolly Parton,9 to 5
1636,la croix lifestyle :),Lauv,i'm so tired...
1637,la croix lifestyle :),FLETCHER,Undrunk
1638,la croix lifestyle :),Maggie Rogers,Light On
1639,la croix lifestyle :),Troye Sivan,My My My! - Acoustic
1640,la croix lifestyle :),Janelle Monáe,I Like That
1641,la croix lifestyle :),Christian Leave,Please Notice
1642,la croix lifestyle :),Kate Bush,Hounds Of Love
1643,la croix lifestyle :),Elliott Smith,Somebody That I Used To Know
1644,la croix lifestyle :),Elliott Smith,Waltz #2 (XO)
1645,la croix lifestyle :),Clean Bandit,Baby (feat. MARINA & Luis Fonsi)
1646,la croix lifestyle :),Shea Diamond,I Am Her
1647,la croix lifestyle :),Ella Mai,Boo'd Up
1648,la croix lifestyle :),Ben Platt,Ease My Mind
1649,la croix lifestyle :),Charli XCX,Track 10
1650,la croix lifestyle :),Erika Henningsen,Stupid With Love
1651,la croix lifestyle :),Mallrat,Nobody's Home
1652,la croix lifestyle :),Johnny Mathis,Misty
1653,la croix lifestyle :),Ariana Grande,Sometimes
1654,la croix lifestyle :),Lady Gaga,La Vie En Rose
1655,la croix lifestyle :),Lily Allen,Lost My Mind
1656,la croix lifestyle :),Kim Petras,If U Think About Me…
1657,la croix lifestyle :),Kim Petras,Homework (feat. lil aaron)
1658,la croix lifestyle :),Kim Petras,"1,2,3 dayz up (feat. SOPHIE)"
1659,la croix lifestyle :),Barbra Streisand,Don't Rain On My Parade
1660,la croix lifestyle :),Camila Cabello,Real Friends
1661,la croix lifestyle :),NCT 127,Touch - JP Ver.
1662,la croix lifestyle :),Ariana Grande,The Wizard And I - Live
1663,la croix lifestyle :),Declan McKenna,Brazil
1664,la croix lifestyle :),Pink Sweat$,Would You
1665,la croix lifestyle :),Kacey Musgraves,Rainbow
1666,la croix lifestyle :),Betty Who,I Remember
1667,la croix lifestyle :),Luis Fonsi,Sola
1668,la croix lifestyle :),NEIKED,How Did I Find You
1669,la croix lifestyle :),Brandi Carlile,The Joke
1670,la croix lifestyle :),Alanis Morissette,Not the Doctor - 2015 Remaster
1671,la croix lifestyle :),Christina Aguilera,Cruz
1672,la croix lifestyle :),H.E.R.,Best Part (feat. Daniel Caesar)
1673,la croix lifestyle :),Alina Baraz,Floating (feat. Khalid)
1674,la croix lifestyle :),Dolly Parton,Here You Come Again
1675,la croix lifestyle :),Ariana Grande,NASA
1676,la croix lifestyle :),Michael Alvarado,No Matter Where You Are
1677,la croix lifestyle :),Charli XCX,Babygirl (feat. Uffie)
1678,la croix lifestyle :),Cardi B,Please Me
1679,la croix lifestyle :),Bebe Rexha,Last Hurrah
1680,la croix lifestyle :),Polo & Pan,Nanã
1681,la croix lifestyle :),Salt-N-Pepa,None Of Your Business
1682,la croix lifestyle :),Ariana Grande,fake smile
1683,la croix lifestyle :),The Marías,Déjate Llevar
1684,la croix lifestyle :),BØRNS,God Save Our Young Blood (with Lana Del Rey)
1685,la croix lifestyle :),Blueface,"Thotiana (feat. Cardi B, YG) [Remix]"
1686,la croix lifestyle :),Gustavo Santaolalla,Te Amo y Más
1687,la croix lifestyle :),Paulina Rubio,Dime Si Soy Sexy
1688,la croix lifestyle :),WILLOW,Boy
1689,la croix lifestyle :),Alan Menken,"Suddenly, Seymour - 1982 Original Cast"
1690,la croix lifestyle :),Declan McKenna,Make Me Your Queen
1691,la croix lifestyle :),Mariah Carey,With You
1692,la croix lifestyle :),Benny Sings,Dreamin’
1693,la croix lifestyle :),Disclosure,Where Angels Fear To Tread
1694,la croix lifestyle :),Ariana Grande,"break up with your girlfriend, i'm bored"
1695,la croix lifestyle :),Loco,Star (Little Prince)
1696,la croix lifestyle :),Miguel,Remember Me (Dúo)
1697,la croix lifestyle :),Miguel,Coffee (F***ing)
1698,la croix lifestyle :),Carly Rae Jepsen,Now That I Found You
1699,la croix lifestyle :),Mariah Carey,A No No
1700,la croix lifestyle :),Mariah Carey,I Stay In Love
1701,la croix lifestyle :),Bradley Cooper,Maybe It's Time
1702,la croix lifestyle :),MARINA,Superstar
1703,la croix lifestyle :),Ben Platt,Grow As We Go
1704,la croix lifestyle :),Adam Jacobs,Suddenly Seymour (feat. Arielle Jacobs)
1705,la croix lifestyle :),Let's Eat Grandma,I Will Be Waiting
1706,la croix lifestyle :),H.E.R.,Focus
1707,la croix lifestyle :),Billie Eilish,wish you were gay
1708,la croix lifestyle :),Carla Morrison,Eres Tú
1709,la croix lifestyle :),King Princess,Holy
1710,la croix lifestyle :),Tierra Whack,Only Child
1711,la croix lifestyle :),Jonas Brothers,Sucker
1712,la croix lifestyle :),Doja Cat,MOOO!
1713,la croix lifestyle :),MNDR,SWERLK
1714,la croix lifestyle :),Ava Max,So Am I
1715,la croix lifestyle :),Luis Fonsi,Échame La Culpa
1716,la croix lifestyle :),cupcakKe,Bird Box
1717,la croix lifestyle :),DJ BomaNdoki,Bust Down Barbiana (Freestyle)
1718,la croix lifestyle :),Tove Styrke,Mistakes
1719,la croix lifestyle :),Tove Styrke,liability (demo)
1720,la croix lifestyle :),Nicki Minaj,Chun Swae (feat. Swae Lee)
1721,la croix lifestyle :),Nicki Minaj,Good Form (feat. Lil Wayne)
1722,la croix lifestyle :),WILLOW,IDK
1723,la croix lifestyle :),Alec Benjamin,Let Me Down Slowly
1724,la croix lifestyle :),"Daniel, Me Estás Matando",¿Qué Se Siente Que Me Gustes Tanto?
1725,la croix lifestyle :),Jaden,Icon
1726,la croix lifestyle :),Solange,Binz
1727,la croix lifestyle :),Nasty Cherry,Win
1728,la croix lifestyle :),Sigrid,Sight Of You
1729,la croix lifestyle :),ROSALÍA,PIENSO EN TU MIRÁ - Cap.3: Celos
1730,la croix lifestyle :),Valley Hush,Letting a Flower Die
1731,la croix lifestyle :),SHAED,Trampoline
1732,la croix lifestyle :),Empress Of,When I'm With Him
1733,la croix lifestyle :),Lana Del Rey,Venice Bitch
1734,la croix lifestyle :),Iggy Azalea,Sally Walker
1735,la croix lifestyle :),Sofia Reyes,R.I.P. (feat. Rita Ora & Anitta)
1736,la croix lifestyle :),Alvaro Soler,Fuego (feat. Nico Santos)
1737,la croix lifestyle :),Young Thug,High (feat. Elton John)
1738,la croix lifestyle :),Aitana,TELÉFONO
1739,la croix lifestyle :),Lizzo,Tempo (feat. Missy Elliott)
1740,la croix lifestyle :),MARINA,Orange Trees
1741,la croix lifestyle :),Sofi Tukker,Fantasy
1742,the flavour,Mariah Carey,Underneath the Stars
1743,the flavour,Mariah Carey,With You
1744,the flavour,Mariah Carey,Always Be My Baby
1745,the flavour,Kim Petras,If U Think About Me…
1746,the flavour,WILLOW,Wait a Minute!
1747,the flavour,FLETCHER,Undrunk
1748,the flavour,Mariah Carey,A No No
1749,the flavour,Carly Rae Jepsen,Now That I Found You
1750,the flavour,Miguel,Coffee (F***ing)
1751,the flavour,Disclosure,Where Angels Fear To Tread
1752,the flavour,Mariah Carey,Emotions
1753,the flavour,Bebe Rexha,Last Hurrah
1754,the flavour,Ava Max,So Am I
1755,the flavour,Luis Fonsi,Sola
1756,the flavour,Luis Fonsi,Échame La Culpa
1757,does not get better,Cash Cash,Take Me Home (feat. Bebe Rexha)
1758,does not get better,Carly Rae Jepsen,Let’s Get Lost
1759,does not get better,Robyn,Dancing On My Own
1760,does not get better,Ariana Grande,Into You
1761,does not get better,Kesha,Wonderland
1762,does not get better,ZAYN,fOoL fOr YoU
1763,does not get better,Elle King,America's Sweetheart
1764,does not get better,G.R.L.,Ugly Heart
1765,does not get better,Shakira,"Try Everything - From ""Zootopia"" Soundtrack"
1766,does not get better,Troye Sivan,for him.
1767,does not get better,Sabrina Carpenter,Eyes Wide Open
1768,does not get better,MisterWives,Reflections
1769,does not get better,Sia,Reaper
1770,does not get better,Tegan and Sara,Closer
1771,does not get better,Gwen Stefani,Cool
1772,does not get better,Mariah Carey,Always Be My Baby
1773,does not get better,Keri Hilson,Knock You Down
1774,does not get better,Little Mix,Black Magic
1775,does not get better,Kylie Minogue,Get Outta My Way
1776,does not get better,Madonna,Material Girl
1777,does not get better,BØRNS,Electric Love
1778,does not get better,Bea Miller,Young Blood
1779,does not get better,Florence + The Machine,Ship To Wreck
1780,does not get better,Sky Ferreira,Everything Is Embarrassing
1781,does not get better,La Roux,Bulletproof
1782,does not get better,The Vamps,Somebody To You
1783,does not get better,Hudson Thames,How I Want Ya
1784,does not get better,Adam Lambert,Another Lonely Night
1785,does not get better,Leona Lewis,Bleeding Love
1786,does not get better,Rita Ora,I Will Never Let You Down
1787,does not get better,Clean Bandit,Rather Be (feat. Jess Glynne)
1788,does not get better,The Veronicas,Untouched
1789,does not get better,Justin Bieber,Boyfriend
1790,does not get better,Jessica Simpson,I Think I'm in Love with You
1791,does not get better,Macklemore & Ryan Lewis,Same Love - feat. Mary Lambert
1792,does not get better,Nicki Minaj,Super Bass
1793,does not get better,Nicki Minaj,The Night Is Still Young
1794,does not get better,Ariana Grande,Santa Tell Me
1795,does not get better,Katy Perry,The One That Got Away
1796,does not get better,Taylor Swift,Blank Space
1797,does not get better,Jessie J,Domino
1798,does not get better,Vanessa Carlton,A Thousand Miles
1799,does not get better,Disclosure,Latch
1800,does not get better,Dua Lipa,Blow Your Mind (Mwah)
1801,does not get better,Matoma,False Alarm
1802,does not get better,Allie X,Hello
1803,does not get better,Lizzo,Good as Hell
1804,does not get better,Beyoncé,Halo
1805,does not get better,Mary Lambert,Secrets
1806,does not get better,NEIKED,Sexual
1807,does not get better,Katy Perry,Chained To The Rhythm
1808,does not get better,Hailee Steinfeld,Most Girls
1809,does not get better,Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey"""
1810,does not get better,Giorgio Moroder,Déjà vu
1811,does not get better,Fergie,Life Goes On
1812,does not get better,Charli XCX,3AM (Pull Up) (feat. MØ)
1813,does not get better,Sara Bareilles,Love Song
1814,does not get better,Machine Gun Kelly,Bad Things (with Camila Cabello)
1815,does not get better,Cher,"Gypsys, Tramps & Thieves"
1816,does not get better,Lady Gaga,Just Another Day
1817,does not get better,Demi Lovato,Neon Lights
1818,does not get better,Neon Trees,Everybody Talks
1819,does not get better,Carly Rae Jepsen,Cut To The Feeling
1820,does not get better,Madonna,Like a Virgin
1821,does not get better,DNCE,Kissing Strangers
1822,does not get better,Selena Gomez,Sober
1823,does not get better,Anna Kendrick,Cups (Pitch Perfect’s “When I’m Gone”) - Pop Version
1824,does not get better,P!nk,True Love
1825,does not get better,Ben Rector,Brand New
1826,does not get better,Boys Like Girls,Love Drunk
1827,does not get better,Good Charlotte,Girls & Boys
1828,does not get better,Demi Lovato,Sorry Not Sorry
1829,does not get better,Dua Lipa,New Rules
1830,does not get better,Demi Lovato,Really Don't Care
1831,does not get better,Sigala,Easy Love
1832,does not get better,Queen,Don't Stop Me Now
1833,does not get better,Jennifer Lopez,Ain't Your Mama
1834,does not get better,Sara Bareilles,King of Anything
1835,does not get better,Kings of Leon,Use Somebody
1836,does not get better,Natasha Bedingfield,Unwritten
1837,does not get better,Demi Lovato,Give Your Heart a Break
1838,does not get better,Lukas Graham,Mama Said
1839,does not get better,4 Non Blondes,What's Up?
1840,does not get better,MARINA,Primadonna
1841,does not get better,Usher,I Don't Mind (feat. Juicy J)
1842,does not get better,Charli XCX,Boys
1843,does not get better,Kaya Stewart,In Love with a Boy
1844,does not get better,Justin Bieber,Love Yourself
1845,does not get better,LÉON,Tired of Talking
1846,does not get better,Kim Petras,I Don't Want It At All
1847,does not get better,A Great Big World,Hold Each Other
1848,does not get better,Rihanna,Love On The Brain
1849,does not get better,Jason Derulo,Want to Want Me
1850,does not get better,Sia,Reaper
1851,does not get better,Clean Bandit,Symphony (feat. Zara Larsson)
1852,does not get better,Gavin DeGraw,Not Over You
1853,does not get better,Maren Morris,My Church
1854,does not get better,Kelly Clarkson,I Do Not Hook Up
1855,does not get better,Daya,"Sit Still, Look Pretty"
1856,does not get better,Cyndi Lauper,Time After Time
1857,does not get better,Kelly Clarkson,Medicine
1858,does not get better,Kesha,Learn To Let Go
1859,does not get better,Toploader,Dancing in the Moonlight - 2001 Remix
1860,does not get better,Cheryl Lynn,Got to Be Real
1861,does not get better,Lady Gaga,Born This Way
1862,does not get better,Gloria Gaynor,I Will Survive - Single Version
1863,does not get better,ABBA,Dancing Queen
1864,does not get better,Annie Lennox,Walking on Broken Glass
1865,does not get better,Bonnie McKee,American Girl
1866,does not get better,HAIM,Want You Back
1867,does not get better,Alesso,Heroes (we could be)
1868,does not get better,Prince,I Would Die 4 U
1869,does not get better,Icona Pop,I Love It (feat. Charli XCX) - Original Version
1870,does not get better,Britney Spears,Lucky
1871,does not get better,Jax Jones,You Don't Know Me
1872,does not get better,Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")"
1873,does not get better,Bastille,Pompeii
1874,does not get better,Aly & AJ,Potential Breakup Song
1875,does not get better,Cher Lloyd,Want U Back
1876,does not get better,Fergie,Big Girls Don't Cry (Personal)
1877,does not get better,Kim Petras,Hillside Boys
1878,does not get better,Major Lazer,Lean On
1879,does not get better,Francis and the Lights,May I Have This Dance
1880,does not get better,Ariana Grande,One Last Time
1881,does not get better,Jesse McCartney,Body Language
1882,does not get better,Jacquie,Broken Ones
1883,does not get better,Imogen Heap,Hide and Seek
1884,does not get better,Ariana Grande,The Way
1885,does not get better,MIKA,Grace Kelly
1886,does not get better,Owl City,Fireflies
1887,does not get better,NONONO,Pumpin Blood
1888,does not get better,Michael Jackson,Man in the Mirror - 2012 Remaster
1889,does not get better,Years & Years,If You're Over Me
1890,does not get better,Britney Spears,Passenger
1891,does not get better,Marshmello,FRIENDS
1892,does not get better,Alex Newell,Nobody to Love
1893,does not get better,Rachel Platten,Perfect For You
1894,does not get better,Zara Larsson,Ruin My Life
1895,does not get better,Carly Rae Jepsen,Party For One
1896,does not get better,Fifth Harmony,Brave Honest Beautiful
1897,does not get better,Jaira Burns,This Time Around
